"","A","B","C","D","J","K","M","N","P","Q","W","X","Y","Z"
"ARLP",0,700,0,21359,100,938,0,0,400,6064,0,0,200,2000
"ARMH",0,49378,2900,1631267,148743,219681,0,0,371876,364052,12300,4800,25202,326176
"ARN",0,0,0,1591,100,100,0,3914,100,0,0,0,0,0
"ARNA",6600,31571,300,755744,21023,97428,0,0,50699,201939,0,1100,18340,42907
"ARO",0,10200,900,224691,14113,41415,0,132995,55200,84920,4110,1200,1600,37955
"AROW",0,300,0,3700,200,900,0,0,1020,1209,0,0,0,100
"ARP",0,700,0,32515,300,7171,0,12296,4687,6400,200,0,100,2800
"ARQL",0,2600,0,169870,7800,14103,0,0,7376,52268,100,100,5600,4914
"ARR",0,204879,300,1378685,60181,60571,0,262326,56335,141179,17299,7600,28846,77791
"ARRS",0,3100,300,165536,11065,32176,0,0,25500,58354,2272,100,5400,20549
"ARRY",0,17500,3473,1297021,53992,123226,0,0,112866,434474,4700,600,32692,169904
"ARSD",0,300,0,24586,200,1480,0,6753,1600,1800,0,0,0,2500
"ARTC",0,3100,0,9947,0,1376,0,0,1100,3320,0,0,200,2000
"ARTNA",0,100,0,3497,0,100,0,0,100,300,0,0,0,300
"ARTW",0,0,0,6672,0,1575,0,0,0,1563,0,0,200,400
"ARTX",0,0,0,1100,0,300,0,0,367,1449,0,0,0,400
"ARU",0,1100,0,8865,0,1300,0,1600,0,0,0,0,500,0
"ARUN",0,20993,800,411537,30577,72107,0,0,79757,175460,5700,200,7100,118352
"ARW",0,12856,600,113764,4400,11200,0,29946,16200,31784,2300,0,1300,15821
"ARWR",0,0,0,28141,100,200,0,0,200,3452,0,0,0,300
"ARX",0,600,0,2100,100,100,0,3100,1500,600,0,500,0,600
"ARY",0,0,0,5314,200,900,0,2730,0,0,0,0,0,0
"ASA",0,100,0,45706,300,4260,0,1300,23779,3100,100,0,100,600
"ASBC",0,6784,1800,94391,7211,17186,0,0,42184,77987,4200,700,6100,79111
"ASBCW",0,0,0,0,0,0,0,0,100,0,0,0,0,0
"ASBI",0,0,0,1000,0,200,0,0,0,100,0,0,0,0
"ASCMA",0,100,0,7058,0,200,0,0,600,1700,0,0,0,1400
"ASEA",0,0,400,44687,400,850,0,0,8969,1880,0,0,0,1700
"ASEI",0,200,0,8844,0,600,0,0,1800,5000,500,0,300,1800
"ASFI",0,0,0,169781,300,1000,0,0,500,600,0,0,400,100
"ASG",0,0,0,33688,0,0,0,2804,400,0,100,0,0,1300
"ASGN",0,3500,200,110914,5249,22434,0,21054,17932,24641,600,0,63498,6800
"ASH",0,36692,500,387197,9100,44079,0,64591,67978,61592,4000,3300,11750,27385
"ASI",0,100,0,15620,0,824,0,1100,1900,4432,0,0,200,800
"ASIA",0,1400,100,40722,700,1250,0,0,2600,9050,0,0,200,3100
"ASM",600,1000,100,7700,1500,3700,0,0,500,1100,0,0,600,100
"ASMI",0,100,0,2299,0,200,0,0,3700,2367,0,0,100,100
"ASML",0,16115,1100,174175,14316,26492,0,0,27495,57273,4900,0,15700,34559
"ASNA",0,4180,200,152146,12475,14852,0,0,85690,128198,900,200,2961,79941
"ASP",0,0,1100,23643,0,575,0,200,2760,1300,0,0,0,269
"ASPS",0,8900,700,115952,1000,3354,0,0,4100,31548,100,0,2800,8654
"ASR",0,2300,400,64223,100,8023,0,18076,4600,5049,200,100,300,3638
"ASRV",0,0,0,720,0,0,0,0,0,100,0,0,0,0
"ASTC",0,0,0,13225,0,0,0,0,0,3933,0,0,0,0
"ASTE",0,3800,343,56813,700,28096,0,0,3000,14129,100,0,1379,1200
"ASTI",0,0,0,26323,0,0,0,0,0,100,0,0,0,0
"ASTM",0,0,800,72301,800,1400,0,0,1000,3400,0,0,0,800
"ASTX",0,10635,1200,329312,35348,67325,0,0,60962,96450,9000,1200,8518,65744
"ASUR",0,0,0,3200,0,4206,0,0,0,100,0,0,0,0
"ASX",0,4700,300,41062,2000,5535,0,20704,16079,5900,500,4200,1200,8800
"ASYS",0,0,0,31326,0,8193,0,0,1150,6288,0,0,100,1000
"AT",0,17610,1600,364236,10764,26140,0,70504,25570,44804,1500,4900,6000,31996
"ATAI",0,0,0,200,0,0,0,0,0,0,0,0,0,0
"ATAX",0,0,0,23962,600,2400,0,0,818,2500,0,0,300,0
"ATE",0,0,0,655,100,0,0,1060,700,0,0,0,0,740
"ATEA",0,0,0,1400,0,350,0,0,1300,200,0,0,0,0
"ATEC",0,200,0,37250,600,1800,0,0,1200,4586,0,0,0,4200
"ATHN",0,8200,600,155142,3300,11394,0,0,13960,39640,100,200,2118,27111
"ATHX",0,6100,0,407953,6600,35823,0,0,20718,29603,1400,300,9494,21200
"ATI",0,38773,400,477858,26558,36063,0,116023,86534,93640,4200,6300,7800,41888
"ATK",0,8394,300,43926,4700,15325,0,29422,9400,10608,400,600,1100,8200
"ATL",3200,0,0,12000,0,5000,0,0,900,21300,0,0,0,0
"ATLC",0,0,0,200,0,0,0,0,1884,1500,0,0,0,291
"ATLO",0,100,0,1150,0,300,0,0,0,0,0,0,0,0
"ATLS",0,900,900,47822,200,4300,0,3000,7500,6750,0,0,5999,4900
"ATMI",0,1700,400,18569,800,2939,0,0,3100,12009,0,0,1100,6135
"ATML",10029,23901,500,712983,62725,116357,10200,0,168385,366733,5600,33400,21582,187129
"ATMP",0,0,0,5228,0,700,0,0,200,0,0,0,0,0
"ATNI",0,700,0,9305,400,795,0,0,800,8840,0,0,400,1826
"ATNY",0,100,0,38032,0,900,0,0,300,2387,0,0,200,200
"ATO",0,21919,200,176432,941,10278,0,30848,18228,20459,800,0,1000,15366
"ATOS",0,0,0,15305,400,1400,0,0,2200,5100,0,0,100,500
"ATR",0,3000,0,13607,500,3593,0,9976,3984,7785,200,100,1700,3000
"ATRC",0,1900,0,8100,200,200,0,0,300,1400,200,100,100,1651
"ATRI",0,0,0,100,0,0,0,0,0,100,0,0,0,0
"ATRM",0,0,0,0,0,100,0,0,0,400,0,0,0,0
"ATRO",0,200,0,33249,100,800,0,0,3600,4764,0,0,200,200
"ATRS",0,10977,0,404491,4676,22330,0,0,39310,75969,200,0,5300,19556
"ATSG",0,700,108,16450,700,1700,0,0,1529,9600,100,0,1700,2200
"ATTU",0,0,0,5943,0,1598,0,0,4777,1300,0,0,0,3500
"ATU",0,10600,0,108415,7700,10521,0,61844,9841,16255,5200,400,1600,16700
"ATVI",6300,34676,0,1140591,108486,124652,1000,0,154746,404372,2600,2200,34198,512375
"ATW",0,13300,1100,82244,3700,14068,0,24613,11458,29355,4500,100,3300,12500
"ATX",0,0,0,585,0,0,0,0,0,100,0,0,0,100
"AU",0,21337,300,261826,21581,31057,0,128439,47336,85589,2200,12300,4400,102683
"AUBN",0,0,0,1123,0,0,0,0,0,500,0,0,0,0
"AUD",0,0,0,900,0,100,0,0,1540,0,0,0,0,0
"AUDC",0,200,0,30442,0,1200,0,0,1000,2800,0,0,0,1300
"AUMN",3430,100,0,41451,800,4381,0,0,7905,4600,100,0,595,1995
"AUNZ",0,0,0,5174,0,961,0,0,1000,0,0,0,0,1000
"AUO",0,3700,300,49762,4492,2400,0,54502,37856,9525,200,200,1500,7030
"AUQ",0,77966,2100,1147545,40543,160472,0,196298,121303,80187,2100,7300,37308,207356
"AUSE",0,0,0,2138,0,0,0,0,7563,723,0,0,0,1500
"AUXL",0,23223,100,170260,6827,21510,0,0,35576,43081,0,0,1600,10400
"AUY",0,141276,5500,1770565,124052,177114,0,429326,197990,353976,47986,124701,76481,479620
"AV",0,1100,0,16699,587,200,0,6374,6679,2443,500,0,0,800
"AVA",0,5800,300,32771,3400,10663,0,15173,5620,14798,900,300,2300,4300
"AVAV",0,800,100,45456,1800,8581,0,0,6700,15159,1000,300,700,3000
"AVB",0,10400,800,101189,11810,23677,0,47038,25290,32212,1100,300,2040,12903
"AVD",0,4400,1100,34698,800,9900,0,16394,6859,7113,100,300,700,2900
"AVEO",0,6000,800,1314829,34704,204736,0,0,78025,226409,1300,500,25037,115880
"AVG",0,4588,600,182609,1600,17331,0,48111,16299,18582,3800,0,2600,13080
"AVGO",0,22483,1200,568965,24973,96850,0,0,80040,205081,2400,800,5000,187079
"AVHI",0,0,0,200,0,400,0,0,0,300,0,0,0,0
"AVID",0,100,0,8529,100,700,0,0,1900,6515,200,0,100,3000
"AVIV",0,33545,100,133107,3400,30176,0,15051,14650,12078,1900,200,3600,33998
"AVK",0,820,0,45022,200,8306,0,7335,1637,3861,300,0,0,876
"AVL",1900,400,1600,42254,400,4700,0,0,1200,13418,0,0,3700,500
"AVNR",0,5700,0,267232,8965,8428,0,0,29388,71258,1800,16800,4900,57345
"AVNW",0,2300,200,167435,1900,10943,0,0,26279,20368,300,200,2571,8220
"AVP",0,68733,400,2593899,62246,92665,0,169414,71521,397854,18600,69500,43109,175896
"AVT",0,18675,800,347163,13242,103721,0,123009,33198,57463,6000,600,3600,29413
"AVV",0,0,0,11270,0,100,0,800,0,0,0,200,0,0
"AVX",0,800,300,40580,1500,1700,0,11500,3929,3531,600,0,2600,8053
"AVY",0,15868,100,121011,6424,24892,0,38248,30853,48018,2200,700,2200,21551
"AWAY",0,25195,745,663646,17700,121596,0,0,69864,198170,1900,700,6400,82598
"AWC",0,1232,0,30706,700,200,0,8599,12682,1400,600,100,2900,2306
"AWF",0,500,100,80710,0,3046,0,9870,600,3779,0,0,1454,200
"AWH",0,6700,200,27988,600,1995,0,13775,5800,3100,0,400,1300,2519
"AWI",0,3401,600,191710,600,5725,0,19635,8201,7200,600,300,0,4000
"AWK",0,18503,200,365945,5836,23641,0,63602,38880,49472,2500,200,8100,20810
"AWP",0,2600,0,134045,1300,4500,0,17855,4600,7882,1400,200,2200,4809
"AWR",0,1600,0,12790,100,1700,0,7898,3600,5336,300,100,200,2800
"AWRE",0,0,0,15398,100,940,0,0,200,9826,100,0,0,200
"AXAS",0,6300,700,104510,1700,8712,0,0,6170,22531,100,0,4700,12900
"AXDI",0,0,0,0,0,0,0,0,200,0,0,0,0,0
"AXDX",0,2600,550,20915,300,2100,0,0,1600,5400,0,100,0,1900
"AXE",0,18900,1200,130313,6299,22317,0,33241,22179,24184,100,1500,8100,17307
"AXEN",0,0,0,0,0,0,0,0,321,0,0,0,0,0
"AXFN",0,0,0,1150,0,0,0,0,200,0,0,0,0,500
"AXHE",0,0,0,318,0,0,0,0,0,0,0,0,0,0
"AXID",0,0,0,0,0,0,0,0,525,0,0,0,0,0
"AXIT",0,0,0,0,0,0,0,0,535,0,0,0,0,0
"AXJL",0,0,0,68446,0,0,0,0,0,0,0,0,0,0
"AXL",0,6026,5300,151264,16515,95792,0,78672,45744,74977,2800,500,7400,36382
"AXLL",0,5500,1100,205137,4073,29179,0,29460,32546,55989,1400,100,4965,38361
"AXMT",0,0,0,0,0,0,0,0,300,0,0,0,0,0
"AXN",0,0,0,1000,0,0,0,0,0,0,0,0,0,0
"AXP",0,53088,900,1040473,31192,135049,0,324123,106768,224239,39600,13900,29693,118064
"AXR",0,0,0,4503,0,100,0,1800,3194,1900,0,0,0,0
"AXS",0,19694,400,221324,4798,39312,0,55181,52106,36563,1600,1400,3700,22541
"AXSL",0,0,0,0,0,0,0,0,731,0,0,0,0,0
"AXTE",0,0,0,0,0,0,0,0,140,0,0,0,0,0
"AXTI",0,900,0,22037,300,2100,0,0,600,5600,0,0,500,900
"AXU",6700,5400,1500,208013,5387,17200,0,0,5123,31568,1200,100,11100,41365
"AXUT",0,0,0,0,0,0,0,0,205,0,0,0,0,0
"AXX",0,0,0,2260,100,0,0,0,0,0,0,0,0,0
"AYI",0,24489,600,50783,16480,14096,0,12737,14855,13600,400,800,3100,8500
"AYN",0,0,400,13738,0,3159,0,1141,400,100,0,0,0,1085
"AYR",0,2900,1000,73465,4300,10020,0,53241,9600,13240,900,700,2800,5214
"AZC",2300,1700,0,15400,1500,2400,0,0,300,1000,0,0,100,200
"AZIA",0,0,0,1210,0,0,0,0,400,0,0,0,0,0
"AZN",0,7563,600,341377,16993,103531,0,145281,68163,71898,2300,1800,12300,152231
"AZO",0,4900,500,54581,2700,6557,0,6410,14364,9448,0,700,1300,23083
"AZPN",0,1300,100,123470,2100,35999,0,0,13400,66065,1100,600,7400,14516
"AZZ",0,4600,0,137511,1300,7535,0,13246,3818,28896,200,100,400,5292
"B",0,1500,200,26826,1600,7450,0,15190,5649,15870,400,0,2200,10001
"BA",0,37259,14700,679022,20150,122120,0,114617,68435,168143,7300,1500,9888,57188
"BAA",10072,14800,400,302240,7327,8490,0,0,15500,11501,200,4860,6614,47024
"BAB",0,2400,100,309838,600,6900,0,0,21500,6000,0,0,500,3360
"BABS",0,0,0,7905,0,600,0,0,172,100,0,0,0,200
"BABY",0,1300,100,61069,300,2000,0,0,5471,11700,300,100,0,6373
"BABZ",0,0,0,1636,0,0,0,0,1228,0,0,0,0,0
"BAC",0,6485604,42301,47292584,3202069,4479440,0,6446946,4104567,4002760,1024199,619245,1089629,3779166
"BAF",0,100,0,5401,0,200,0,0,600,100,0,0,0,0
"BAGL",0,0,0,5516,0,300,0,0,700,1825,0,0,100,200
"BAGR",0,0,0,95372,0,0,0,0,1100,0,0,0,0,0
"BAH",0,2400,0,29201,1100,6003,0,6696,6200,13297,700,0,300,2000
"BAK",0,22350,200,87699,3679,17192,0,112322,35700,37562,2700,300,2100,10097
"BAL",0,1300,0,43851,300,300,0,0,2700,200,0,0,6800,0
"BALT",0,0,0,93141,1400,1500,0,4700,3100,1800,100,0,0,2199
"BAM",0,18700,600,102524,9874,20495,0,60507,36947,41495,1300,4500,5200,24692
"BAMM",0,0,0,200,0,0,0,0,3200,0,0,0,0,0
"BANC",0,0,0,24359,300,2175,0,0,801,5929,0,0,100,1100
"BANCL",0,0,0,700,0,0,0,0,0,0,0,0,0,0
"BANF",0,0,0,1503,100,100,0,0,742,575,0,0,0,200
"BANR",0,3400,300,68200,738,3856,0,0,4059,10308,0,0,700,3500
"BAP",0,24035,200,80875,2600,12430,0,23942,13559,14055,1400,800,1100,13376
"BAS",0,3900,0,118806,9670,27202,0,89254,36407,44966,2100,1100,3600,25299
"BAX",0,30355,2000,972398,46641,63165,0,105221,99691,176075,16760,3200,14800,176768
"BBBY",0,18596,200,521090,23990,169073,0,0,93525,229528,7700,500,16908,92307
"BBCN",0,3100,400,216834,8900,52624,0,0,25151,60776,1800,200,8125,60304
"BBD",0,199477,4600,987987,39694,205964,0,550637,343593,209667,7800,51900,32613,266188
"BBDO",0,0,0,0,0,0,0,0,100,0,0,0,0,0
"BBEP",0,1200,0,182139,2400,33047,0,0,9741,23715,800,0,200,5600
"BBF",0,100,0,730,0,100,0,900,200,600,0,0,0,0
"BBG",0,20200,400,109225,10600,60165,0,82803,26992,86032,5100,2700,5100,90904
"BBGI",0,0,0,778,0,0,0,0,300,1881,0,0,0,100
"BBH",0,300,1500,88738,400,13718,0,0,19832,13363,0,0,600,9736
"BBK",0,0,0,3092,0,0,0,1117,402,0,0,0,0,100
"BBL",0,9200,400,214552,7552,16685,0,66361,27501,33026,1900,7400,3678,18262
"BBN",0,1400,100,131625,100,926,0,8043,1900,1000,200,1400,500,1100
"BBNK",0,0,0,244,0,0,0,0,0,0,0,0,0,0
"BBOX",0,0,0,7014,100,1175,0,0,1200,3183,0,0,200,400
"BBRC",0,0,0,1550,0,0,0,0,0,0,0,0,0,0
"BBRG",0,3200,200,122775,300,900,0,0,2743,16866,300,500,900,3174
"BBRY",36190,183682,45975,6406827,216952,907278,0,0,771391,1665851,6600,13275,97992,968179
"BBSI",0,200,100,29059,700,4731,0,0,5882,5663,100,0,1100,5162
"BBT",0,34120,400,1019037,67463,126427,0,257129,89973,227760,11600,37000,23172,161262
"BBVA",0,8831,0,254308,23443,36641,0,108643,89501,61639,5900,1000,17910,84730
"BBW",0,0,0,1470,0,1900,0,300,200,200,0,0,0,100
"BBX",0,300,500,26922,100,6600,0,3300,6319,1500,0,0,200,2161
"BBY",0,61414,833,1426109,49902,222760,0,393807,199964,313406,22000,12700,10564,175534
"BC",0,12665,0,197047,7802,26993,0,39385,40638,55493,2900,500,4700,26700
"BCA",0,0,0,1700,0,100,0,800,3773,0,0,0,0,100
"BCBP",0,0,0,9850,0,0,0,0,0,2500,0,0,0,100
"BCC",0,4390,100,52323,400,5200,0,24537,8545,5748,500,300,300,900
"BCE",0,18152,1400,160510,7705,14252,0,27755,12350,19700,3500,3000,6900,36719
"BCEI",0,9319,1000,89822,6800,23511,0,21400,16600,18500,0,0,1181,11500
"BCF",0,200,0,101410,500,3802,0,10238,6858,1510,300,0,1762,1300
"BCH",0,0,0,800,0,400,0,6357,200,300,0,0,0,300
"BCM",0,0,0,8628,0,0,0,0,700,8300,0,0,0,200
"BCO",0,4300,0,32711,1696,10120,0,35642,20978,19025,500,800,100,5900
"BCOM",0,0,0,0,0,0,0,0,100,0,0,0,0,0
"BCOR",0,2600,200,46324,12600,13207,0,0,29598,27144,400,0,33200,21573
"BCOV",0,100,0,35269,600,2500,0,0,4400,6200,0,300,200,1900
"BCPC",0,100,0,14996,200,1800,0,0,1100,4000,0,0,0,2500
"BCR",0,21200,400,142187,6200,14471,0,34746,31732,28151,1400,0,11960,16488
"BCRX",0,8984,1000,311895,8429,99714,0,0,11100,38764,400,1300,11897,16759
"BCS",0,63113,1675,407724,16627,21704,0,157487,119769,69222,2200,9746,14700,151878
"BCSB",0,0,0,250,0,0,0,0,0,0,0,0,0,0
"BCV",0,0,0,3990,0,0,0,0,300,100,0,0,0,0
"BCX",0,0,0,121385,3497,7675,0,4265,5795,1400,500,0,2000,1800
"BDBD",0,4700,400,242978,5400,17942,0,0,26928,53438,1600,0,900,10100
"BDC",0,3900,0,92437,1200,21676,0,22519,4800,6389,100,200,1800,14230
"BDCL",0,400,190,47065,0,1600,0,0,4799,9384,0,0,0,700
"BDCS",0,200,0,34957,100,600,0,0,3260,68449,0,0,100,200
"BDD",0,0,0,200,0,0,0,0,0,0,0,0,0,0
"BDE",0,1200,100,9879,300,3103,0,0,900,4100,200,0,400,600
"BDGE",0,0,0,2848,100,200,0,0,1150,1400,0,0,0,200
"BDJ",0,2692,300,188637,3082,4775,0,23907,1500,1000,900,0,8283,1625
"BDMS",0,0,0,0,0,0,0,0,151,0,0,0,0,0
"BDN",0,35611,1100,1334658,22043,52544,0,214682,78868,100864,2800,700,6913,139188
"BDSI",0,1200,500,96937,1000,23518,0,0,8050,36251,0,1057,1084,5600
"BDX",0,11700,100,110738,2456,19863,0,23113,17487,29155,1000,0,300,13056
"BEAM",0,4500,400,129764,1900,15670,0,77395,23983,41815,4600,200,5000,12600
"BEAT",0,0,1500,28900,300,2100,0,0,6300,6100,0,0,0,200
"BEAV",0,16764,800,423733,22713,59905,0,0,47222,157739,4500,600,10700,52756
"BEBE",0,700,0,131034,2600,8270,0,0,17957,46337,700,0,1200,11613
"BECN",0,12351,200,56318,4552,17698,0,0,19862,30091,2800,0,3700,14909
"BEE",0,21800,1900,333262,26999,42493,0,109715,64544,73044,4600,5900,10934,48791
"BELFB",0,100,0,1813,0,100,0,0,0,200,0,0,0,200
"BEN",0,27937,300,86528,4665,10143,0,29621,18256,19353,2400,1800,3100,12164
"BERK",0,0,0,200,0,0,0,0,0,164,0,0,0,0
"BERY",0,4800,300,213033,5861,26138,0,44396,26070,15751,1800,0,1350,12845
"BFAM",0,1970,0,94444,435,1300,0,5300,13295,1703,0,0,2500,1819
"BFIN",0,100,100,3100,0,0,0,0,0,200,0,0,0,0
"BFK",0,100,2500,51735,0,5271,0,14209,600,1208,100,0,100,300
"BFO",0,0,0,4686,2300,100,0,1920,0,180,0,0,0,0
"BFR",0,0,0,48534,0,1603,0,12431,1700,1532,100,0,100,1300
"BFS",0,0,0,400,0,951,0,600,100,0,0,0,0,100
"BFY",400,0,0,1090,0,100,0,0,500,200,0,0,0,0
"BFZ",0,200,0,49878,0,6284,0,1019,0,500,0,0,100,100
"BG",0,22994,1600,199347,8620,31499,0,41206,49711,64278,4200,6500,7300,35498
"BGB",0,9135,0,108047,400,4174,0,13604,2911,200,0,400,4300,400
"BGC",0,11100,200,189073,4800,21882,0,86690,22306,60744,3500,500,7900,25845
"BGCA",0,0,0,3946,0,0,0,800,300,0,0,0,0,0
"BGCP",0,6500,2100,269034,11728,32442,0,0,38960,84704,2600,0,8800,31838
"BGFV",0,1400,0,40367,700,13730,0,0,6400,10493,100,0,3445,3900
"BGG",0,8356,200,112224,2900,16180,0,23330,22633,55014,2300,200,2663,15053
"BGH",0,300,300,39405,100,13956,0,14783,4900,0,200,3500,1703,1220
"BGMD",0,100,100,39614,300,2889,0,0,300,6607,0,0,200,900
"BGR",0,0,0,48332,200,4655,0,3777,10958,0,100,200,300,500
"BGS",0,4600,200,69290,1600,12216,0,23656,12298,20557,2000,300,2900,5530
"BGSC",0,0,0,0,0,700,0,0,0,0,0,0,0,0
"BGT",0,200,0,43275,0,4655,0,2906,1718,2381,0,0,2188,400
"BGX",0,0,200,31580,0,2200,0,13990,5000,0,0,200,400,0
"BGY",0,3200,0,255283,9301,16889,0,28965,19336,8009,2300,0,21276,3350
"BH",0,0,0,531,0,110,0,100,50,1565,0,0,20,642
"BHB",100,0,0,500,0,0,0,0,906,100,0,0,0,100
"BHD",0,300,0,12498,100,0,0,2022,1000,100,0,0,0,1100
"BHE",0,1600,400,67644,3500,6578,0,43078,10007,15200,400,100,2000,15000
"BHI",0,222100,1600,1230679,109975,209635,0,368428,116718,220521,52798,14400,38639,189343
"BHK",0,300,2000,10759,0,100,0,7175,1539,1300,0,0,0,1200
"BHL",0,0,0,5735,0,0,0,100,229,672,0,0,0,0
"BHLB",0,183,0,12322,300,1900,0,6072,900,1800,0,0,500,1200
"BHP",0,27968,300,332152,17550,82699,0,104256,104590,60664,4100,2100,8205,89171
"BHV",500,0,0,3075,0,0,0,0,0,0,0,0,0,0
"BHY",0,0,0,8466,0,0,0,3311,2976,0,0,0,0,200
"BIB",0,0,0,43633,0,600,0,0,935,100,0,0,0,600
"BICK",0,0,0,625,0,0,0,0,0,0,0,0,0,0
"BID",0,8600,200,123683,9825,25890,0,49009,28126,47955,4200,200,1300,11050
"BIDU",0,74164,4695,863155,65543,108781,0,0,271419,265454,1300,1900,23740,107901
"BIE",0,0,0,0,0,0,0,300,0,0,0,0,0,0
"BIF",0,100,0,31207,0,500,0,11598,500,3243,0,0,0,500
"BIG",0,4000,0,41355,1900,12533,0,16781,11243,18525,300,900,300,6911
"BIIB",0,38925,3000,533396,18191,39940,0,0,49448,114474,300,900,10002,82297
"BIK",0,0,0,36587,0,403,0,0,7849,2600,0,0,0,1000
"BIL",0,0,0,554720,0,0,0,0,3350,0,17700,0,0,6181
"BIN",0,3300,100,19722,946,200,0,7700,2700,7978,600,0,600,6900
"BIO",0,1200,0,3670,100,700,0,3886,2100,1500,500,0,0,1000
"BIOD",0,0,7800,30131,1200,1500,0,0,1800,11400,0,0,0,3020
"BIOF",0,100,0,17603,0,2333,0,0,1100,2400,0,0,0,0
"BIOL",0,1200,400,412461,6300,64291,0,0,29983,333801,800,800,0,27963
"BIOS",0,9953,0,336373,12367,36475,0,0,36136,86152,1700,100,2700,17768
"BIP",0,13961,0,203072,2043,3664,0,11678,6235,10651,400,0,6808,13524
"BIRT",0,2000,0,128434,4280,14548,0,0,3656,26298,400,400,4900,11100
"BIS",0,0,0,700,0,100,0,0,0,0,0,0,0,0
"BIT",0,2800,0,28443,300,8101,0,31040,9350,9607,100,0,100,2526
"BITA",0,0,0,9935,0,733,0,2450,1024,400,0,0,0,0
"BIV",0,1181,300,134178,400,54565,0,0,6476,9436,13490,0,800,17650
"BIZD",0,0,100,14650,0,0,0,0,6200,0,0,0,0,0
"BJK",0,0,0,9081,0,0,0,0,300,0,0,0,0,0
"BJRI",0,14144,300,37018,2500,14279,0,0,7400,28259,400,500,8500,17610
"BJZ",0,0,0,1100,0,0,0,769,0,0,0,0,0,0
"BK",0,145109,2600,1322934,170820,193533,0,385086,145552,374917,8951,61292,39205,387985
"BKCC",0,1900,500,196931,13669,24068,0,0,10700,51679,300,100,5700,19874
"BKD",0,38694,200,317189,5700,52937,0,53389,79687,30970,5900,1600,3000,18390
"BKE",0,7000,100,43877,900,25318,0,9839,8186,4651,0,400,900,3366
"BKEP",0,0,0,12145,0,0,0,0,500,0,0,0,0,0
"BKEPP",0,0,0,5200,0,0,0,0,0,0,0,0,0,0
"BKF",0,100,0,22728,933,600,0,0,16964,2500,0,0,0,800
"BKH",0,7200,100,103640,8200,23281,0,19518,9568,12260,1100,600,2848,11025
"BKK",0,2300,0,10288,0,0,0,3570,800,200,0,0,0,500
"BKLN",0,210734,0,2621031,322357,134607,0,0,1216701,201715,29712,0,164068,203031
"BKMU",0,600,0,70632,400,300,0,0,3000,12816,0,0,200,2652
"BKN",0,0,0,6845,0,0,0,3079,0,900,0,0,0,100
"BKR",100,0,0,1500,0,0,0,0,2253,100,0,0,0,200
"BKS",0,5614,200,218629,7500,32219,0,75623,40170,38742,5370,2700,3080,22092
"BKSC",0,0,0,6340,0,0,0,0,0,764,0,0,0,0
"BKT",0,11130,0,164708,9155,1700,0,5200,3500,1000,300,0,3165,1900
"BKU",0,16000,300,111326,2715,39996,0,57672,30011,28231,6400,500,4700,9840
"BKW",0,19300,0,58628,1600,20686,0,26416,18523,10791,2100,100,3402,4400
"BKYF",0,0,0,100,0,100,0,0,0,100,0,0,0,0
"BLC",0,7809,600,150754,7913,64892,0,69400,20573,34106,6100,0,2963,20749
"BLDP",0,6900,3300,285437,7408,26300,0,0,24038,12583,0,0,950,3700
"BLDR",0,2500,200,41567,2800,500,0,0,4500,15887,600,0,600,2800
"BLE",3514,0,200,16923,0,7396,0,0,200,0,0,0,0,0
"BLH",0,0,0,0,0,0,0,200,0,0,0,0,0,0
"BLIN",0,0,0,6420,0,1400,0,0,0,200,0,0,0,0
"BLJ",800,0,800,1068,0,0,0,0,500,0,0,0,0,0
"BLK",0,53080,2100,266503,10929,34488,0,30258,27704,32840,3400,800,7400,23923
"BLKB",0,1200,100,33629,300,7296,0,0,1700,5900,0,100,500,1900
"BLL",0,6842,200,94886,4900,30065,0,20494,16342,28984,2000,700,3000,11707
"BLMN",0,3800,200,132979,6600,14892,0,0,10800,37734,1100,1200,1300,27197
"BLMT",0,200,0,2416,0,0,0,0,0,700,0,0,0,400
"BLOX",0,10300,200,74974,3100,19171,0,15120,23619,20767,2600,0,5608,8900
"BLRX",0,0,0,60989,300,2765,0,0,300,14678,0,0,0,0
"BLT",0,1100,700,53433,1600,10438,0,33351,12860,10354,1000,200,900,10500
"BLV",0,100,0,42328,100,1300,0,0,19822,720,13660,0,400,2450
"BLW",0,100,0,55180,0,2300,0,8679,1943,300,0,500,500,0
"BLX",0,400,0,21131,200,1200,0,5700,4100,1900,100,200,400,2900
"BMA",0,400,0,6086,200,1216,0,1600,800,2000,200,100,0,1100
"BME",0,0,0,12440,0,100,0,1300,1572,0,0,0,0,100
"BMI",0,6500,100,18159,1400,1200,0,10909,5300,4412,100,100,300,3600
"BMO",0,16045,400,69834,3735,10511,0,28522,8950,12388,1400,11759,6308,25615
"BMR",0,21100,400,452360,30990,30539,0,195397,46848,40218,3700,1200,8400,61149
"BMRC",0,0,0,900,0,0,0,0,100,400,0,0,200,100
"BMRN",0,9722,0,174583,10807,22604,0,0,56289,120348,600,0,5400,29715
"BMS",0,21997,300,168446,5600,33411,0,56249,20300,34035,6000,2000,3294,30434
"BMTC",0,200,100,8670,0,900,0,0,1600,1200,0,0,0,800
"BMY",0,170396,3220,1901914,135994,205885,0,378757,227084,599229,27384,109975,39603,354858
"BNA",0,0,0,21834,0,2502,0,2570,100,300,0,0,100,600
"BNCL",0,0,0,24956,0,1300,0,0,700,7335,0,0,0,400
