;A;B;C;D;J;K;M;N;P;Q;W;X;Y;Z
ATX;0;0;0;0;0;0;0;0;100;100;0;0;0;0
AU;0;18505;100;22743;5897;4306;0;18376;2647;3000;1430;200;3100;8437
AUBN;0;0;0;590;0;0;0;0;0;0;0;0;0;0
AUDC;0;0;0;0;0;1900;0;0;800;1257;0;0;0;0
AUMN;1951;300;0;1800;400;0;0;0;551;3209;0;0;600;100
AUNZ;0;0;0;712;0;0;0;0;0;0;0;0;0;0
AUO;0;5052;0;13784;500;0;0;0;400;0;400;0;100;600
AUQ;0;18989;200;81482;9700;6000;0;18610;7934;3706;0;2500;6700;12694
AUXL;0;3668;100;35646;1600;1500;0;0;4686;14335;600;0;1794;2300
AUY;0;16240;200;93390;9830;20425;0;33992;7367;5505;8083;3700;1659;15874
AV;0;0;0;800;0;0;0;792;0;100;0;0;0;100
AVA;0;2509;0;5400;800;400;0;2193;866;1624;100;0;600;1200
AVAV;0;1000;0;2300;800;300;0;0;100;2247;500;0;1400;400
AVB;0;600;300;9670;200;1928;0;11794;1500;1500;100;0;200;1317
AVD;0;1000;0;12477;400;1800;0;6618;1546;3093;0;0;0;1805
AVEO;0;1352;100;105583;5387;9826;0;0;3200;19417;100;0;1700;8659
AVG;0;400;0;7455;0;700;0;2952;1600;2180;300;0;0;1709
AVGO;0;5900;0;53606;7297;7021;0;0;8605;37909;800;0;2400;15547
AVHI;0;0;0;0;0;0;0;0;0;100;0;0;0;0
AVID;0;0;0;600;0;200;0;0;200;726;0;0;0;200
AVIV;0;2322;0;20269;300;1000;0;2761;200;1200;400;100;200;800
AVK;0;200;0;700;0;0;0;1400;100;100;100;0;0;0
AVL;0;0;0;400;100;0;0;0;0;0;0;0;300;200
AVNR;0;997;0;58800;1300;1120;0;0;1100;7770;0;0;1800;3800
AVNW;0;500;0;7700;700;1100;0;0;1100;8658;200;0;200;800
AVP;0;25696;200;180597;31747;14880;0;271049;26046;71681;800;1900;40270;42232
AVT;0;6722;0;34846;3264;6614;0;24722;3715;3100;500;200;400;5350
AVV;0;0;0;0;0;0;0;1225;200;0;0;0;0;0
AVX;0;0;0;1700;500;0;0;2100;4900;0;100;0;200;756
AVY;0;1500;0;25655;600;200;0;7456;2839;2692;410;0;1000;1200
AWAY;0;1625;0;45392;1500;6369;0;0;9012;33207;500;0;400;6400
AWC;0;900;0;2600;521;0;0;1900;1580;500;300;100;557;600
AWF;0;200;0;1877;0;200;0;0;100;100;0;0;0;100
AWH;0;2200;0;4100;600;100;0;2362;400;400;0;0;600;200
AWI;0;489;0;1500;100;100;0;1645;261;100;200;0;0;0
AWK;0;2700;200;42707;1100;7313;0;20790;5670;4000;400;800;1498;2500
AWP;0;812;0;16001;277;300;0;2700;100;0;0;200;0;0
AWR;0;300;100;938;211;100;0;2161;300;502;0;0;100;500
AWRE;0;100;0;500;0;800;0;0;100;300;0;0;100;200
AXAS;0;1339;0;34302;5000;14500;0;0;3400;5744;0;0;3100;15330
AXDX;0;200;0;200;100;0;0;0;0;0;0;0;0;0
AXE;0;2600;100;8244;200;3700;0;9598;1019;3400;0;3100;600;500
AXJL;0;0;0;191;0;0;0;0;0;0;0;0;0;0
AXL;0;4004;0;19650;7700;2802;0;23744;2100;7271;500;100;2400;4960
AXLL;0;1377;100;8920;2192;1490;0;11203;6244;1900;1800;0;500;600
AXP;0;16314;0;67853;5400;7225;0;30827;3353;18438;1500;1400;1800;14383
AXR;0;0;0;100;0;0;0;100;0;0;0;0;0;0
AXS;0;1200;100;7234;700;1500;0;6663;2480;2748;500;400;500;800
AXTI;0;100;0;800;300;0;0;0;100;1795;0;0;600;0
AXU;300;1000;0;11571;1221;100;0;0;431;400;100;0;1500;500
AYI;0;200;100;5190;0;300;0;1608;3833;1200;0;0;0;800
AYN;0;0;0;0;0;0;0;0;0;100;0;0;0;100
AYR;0;5400;0;6493;1800;1611;0;28658;4875;7208;300;700;2400;3800
AZC;0;800;0;5000;200;400;0;0;141;0;0;0;0;0
AZN;0;2595;100;13424;3600;4194;0;32659;2263;2300;1700;1400;2216;15536
AZO;0;700;0;6100;200;600;0;5138;800;800;0;0;414;600
AZPN;0;500;0;4437;400;600;0;0;1604;13587;100;0;1200;1900
AZZ;0;500;0;1351;0;300;0;1556;300;700;0;100;0;417
B;0;100;100;2800;400;400;0;2009;600;979;400;0;600;400
BA;0;9988;100;45456;5000;15841;0;24210;7810;18782;1400;1700;2453;12076
BAA;100;4500;0;10700;200;0;0;0;1200;100;0;0;600;1100
BAB;0;0;0;5766;0;200;0;0;300;0;0;0;0;0
BABY;0;900;200;5500;400;100;0;0;700;5983;0;0;100;800
BAC;0;710529;300;2917867;301066;275937;0;843293;129395;68508;91200;21900;75710;345344
BAF;0;100;0;0;0;0;0;0;0;0;0;0;0;0
BAGL;0;100;0;400;0;100;0;0;100;500;0;0;0;0
BAGR;0;0;0;0;0;0;0;0;1000;0;0;0;0;0
BAH;0;200;0;3074;300;200;0;300;320;700;400;0;400;100
BAK;0;3400;0;6247;500;1400;0;8600;1550;900;1200;0;1100;2200
BAL;0;100;0;14477;200;400;0;0;1400;0;0;0;1300;0
BALT;0;300;0;1200;0;0;0;600;800;0;200;0;0;200
BAM;0;1600;200;4893;600;100;0;10258;1400;1700;300;100;200;1450
BAMM;0;0;0;800;0;1000;0;0;300;358;0;0;0;0
BANC;0;0;0;2800;0;300;0;0;100;800;0;0;200;300
BANF;0;0;0;100;100;0;0;0;100;100;0;0;100;0
BANR;0;200;0;15100;100;200;0;0;4600;17183;0;0;400;3900
BAP;0;200;0;900;0;800;0;5082;500;800;0;100;300;1823
BAS;0;2570;0;16115;1800;2000;0;10574;1500;3900;300;1200;1300;3700
BAX;0;7412;200;34422;2300;1300;0;17788;4167;4600;600;500;1100;2231
BBBY;0;6500;0;60206;16693;5091;0;0;6054;27244;500;0;2700;6642
BBCN;0;2100;0;18658;2400;8981;0;0;4298;14714;400;0;1300;3800
BBD;0;40836;300;58455;13446;8561;0;20431;9535;16574;200;700;6232;10001
BBEP;0;1583;0;8351;600;400;0;0;600;6204;100;0;512;864
BBF;0;0;0;0;0;0;0;300;0;200;0;0;0;0
BBG;0;3655;0;6800;1100;1500;0;21320;1231;3451;2500;100;1100;1566
BBGI;0;0;0;100;0;0;0;0;0;0;0;0;0;0
BBH;0;0;0;650;0;0;0;0;0;514;0;0;0;0
BBL;0;2567;0;5228;700;412;0;1500;600;1200;0;0;600;400
BBN;0;0;0;1942;0;0;0;600;0;0;0;0;0;895
BBNK;0;0;0;100;0;0;0;0;0;0;0;0;0;100
BBOX;0;0;0;900;0;0;0;0;1000;100;0;0;0;200
BBRG;0;900;0;2000;0;100;0;0;0;1400;0;0;0;400
BBRY;0;16436;100;298789;27050;40537;0;0;27544;115745;1100;4000;18860;56987
BBSI;0;0;0;6295;200;0;0;0;200;2446;0;0;0;2300
BBT;0;20787;0;114330;6830;3965;0;44814;7183;20540;200;900;1700;16012
BBVA;0;3721;0;18920;2025;1639;0;7676;2000;3099;3700;0;2631;6034
BBW;0;0;0;100;0;0;0;0;0;0;0;0;0;0
BBX;0;0;0;3254;100;0;0;700;0;0;0;0;0;2100
BBY;0;16181;0;88061;10303;8767;0;32141;5163;11274;1748;400;3300;7712
BC;0;4809;200;39904;2100;3055;0;47585;15996;8473;1200;1300;1300;6600
BCA;0;0;0;300;0;0;0;1100;0;0;0;0;0;0
BCC;0;200;0;1600;0;600;0;1645;700;700;100;0;200;200
BCE;0;2120;100;5447;1400;2312;0;2682;500;700;500;0;900;800
BCEI;0;300;0;5043;400;1600;0;2418;800;700;0;0;0;400
BCF;0;0;0;2284;100;161;0;287;0;0;0;0;0;0
BCH;0;0;0;100;0;0;0;100;0;0;0;0;0;0
BCO;0;100;0;4568;500;1000;0;7388;1566;1500;100;200;0;500
BCOR;0;800;100;8000;500;500;0;0;400;2857;100;0;200;200
BCOV;0;0;0;2700;500;1200;0;0;300;3243;100;0;0;300
BCPC;0;200;0;2700;0;600;0;0;400;1779;0;0;0;400
BCR;0;2500;0;19536;600;1000;0;10905;3200;1902;200;0;1300;2600
BCRX;0;1600;0;16200;949;0;0;0;200;954;0;0;900;400
BCS;0;34663;200;51996;5920;3502;0;12199;2260;8241;400;100;2300;8326
BCV;0;0;0;1900;0;0;0;0;0;0;0;0;0;0
BCX;0;100;0;5937;200;400;0;223;0;0;200;0;0;0
BDBD;0;2200;100;10308;800;4246;0;0;1456;3957;1100;0;300;700
BDC;0;100;0;6599;100;300;0;3059;1456;500;0;0;200;200
BDCL;0;0;0;100;0;0;0;0;0;0;0;0;0;0
BDE;0;200;0;700;0;100;0;0;100;919;0;0;0;0
BDGE;0;0;0;100;0;0;0;0;0;0;0;0;0;0
BDJ;0;100;300;5282;500;0;0;2800;200;100;0;0;201;100
BDN;0;18515;0;75081;15834;10104;0;69617;18850;12867;2100;2200;6100;29605
BDSI;0;0;0;6227;439;4200;0;0;100;1946;0;100;0;500
BDX;0;3529;0;2095;0;300;0;3400;700;2100;100;100;400;300
BEAM;0;900;0;14626;300;2691;0;10243;1800;9259;300;0;2028;800
BEAT;0;0;0;5178;0;0;0;0;300;200;0;0;0;0
BEAV;0;2453;300;13650;1100;500;0;0;2300;16310;200;0;2700;4000
BEBE;0;1429;0;3100;300;200;0;0;500;3630;0;0;900;1100
BECN;0;1100;0;10931;1085;1929;0;0;3200;8381;1800;0;1562;2700
BEE;0;7495;100;45419;5475;600;0;63992;7068;10099;1600;100;3001;6328
BELFB;0;0;0;300;0;0;0;0;0;197;0;0;0;0
BEN;0;2000;200;8136;1100;1200;0;11057;2371;2600;100;1359;700;1700
BERK;0;0;0;0;0;0;0;0;0;200;0;0;0;0
BERY;0;800;0;7951;400;1300;0;5903;4516;3000;0;0;100;800
BFAM;0;100;0;1600;0;0;0;1250;100;0;0;0;0;200
BFIN;0;0;0;300;0;0;0;0;0;0;0;0;0;0
BFK;0;0;0;200;0;0;0;200;0;0;0;0;0;105
BFR;0;0;0;2394;0;0;0;0;0;0;0;0;0;0
BFS;0;0;0;1300;100;100;0;900;300;200;0;0;0;200
BFZ;0;0;0;300;0;0;0;1015;0;0;0;0;0;0
BG;0;1200;395;32251;1200;7076;0;11340;4900;4245;1000;400;700;4200
BGB;0;200;0;2200;0;0;0;1392;0;0;0;0;0;0
BGC;0;3100;0;10303;500;1427;0;15663;600;2600;500;0;300;1400
BGCA;0;0;0;300;0;0;0;100;100;0;0;0;0;0
BGCP;0;200;0;22533;2800;300;0;0;750;2371;400;0;300;1500
BGFV;0;300;0;2656;0;400;0;0;200;900;100;0;300;0
BGG;0;2500;100;12185;2400;1000;0;23977;1911;2900;800;900;800;2590
BGH;0;0;0;4600;0;201;0;0;500;0;0;400;0;0
BGMD;0;200;0;1772;100;0;0;0;0;400;0;0;0;200
BGR;0;0;0;2940;0;246;0;245;100;0;0;0;0;0
BGS;0;0;200;5121;700;1200;0;3671;1574;1201;1182;0;200;700
BGT;0;0;0;700;0;100;0;228;100;0;0;0;0;0
BGX;0;0;0;0;0;200;0;500;0;0;0;0;0;0
BGY;0;100;0;6710;100;468;0;1201;2401;0;100;0;100;200
BH;0;0;0;40;0;0;0;0;0;99;0;0;0;46
BHD;0;0;0;500;0;0;0;0;0;0;0;0;0;0
BHE;0;3500;200;5200;1200;600;0;12176;1878;1650;0;0;200;1300
BHI;0;35598;400;93003;11648;21273;0;43300;7979;13591;900;500;3100;15954
BHK;0;0;0;0;0;0;0;1247;100;600;100;0;0;0
BHL;0;0;0;233;0;0;0;0;0;0;0;0;0;0
BHLB;0;200;0;3856;0;300;0;3106;600;200;0;0;0;1000
BHP;0;5205;100;27462;3500;2829;0;18691;1731;1125;200;200;3200;8508
BHV;300;0;0;0;0;0;0;0;0;0;0;0;0;0
BHY;0;0;0;2400;0;0;0;0;0;0;0;0;0;0
BIB;0;0;0;3897;0;100;0;0;0;0;0;0;0;0
BID;0;1400;435;18700;500;1000;0;14450;5370;2659;400;100;300;2200
BIDU;0;3300;0;47066;2200;7781;0;0;5820;17280;0;0;500;3202
BIF;0;0;0;8040;0;0;0;11800;0;0;0;0;0;0
BIG;0;1786;200;5942;500;1114;0;3808;700;2973;200;0;1100;1300
BIIB;0;2100;300;14530;700;1000;0;0;4659;4200;200;0;600;2400
BIK;0;0;0;5887;100;100;0;0;400;400;0;0;0;1268
BIL;0;0;0;2747;0;4003;0;0;100;0;0;0;0;0
BIN;0;854;0;300;100;0;0;1012;0;100;0;0;100;308
BIO;0;400;100;400;300;300;0;810;200;100;0;0;200;300
BIOD;0;0;0;221;0;0;0;0;0;0;0;0;0;200
BIOF;0;0;0;2300;0;0;0;0;0;0;0;0;0;0
BIOL;0;400;0;18987;500;3222;0;0;200;2988;400;0;300;601
BIOS;0;2681;0;33666;6368;1331;0;0;9448;7616;800;0;400;2800
BIP;0;100;0;32302;0;1938;0;2500;100;100;100;0;0;2477
BIRT;0;100;0;3830;300;300;0;0;800;2592;0;0;0;6100
BIS;0;0;0;0;0;0;0;0;1200;0;0;0;0;100
BIT;0;431;0;500;0;0;0;387;0;0;0;0;0;0
BIV;0;0;0;1924;0;0;0;0;0;0;0;0;0;0
BJRI;0;1900;100;2700;1139;300;0;0;1400;8473;500;0;851;1673
BJZ;0;0;0;2357;0;0;0;0;0;0;0;0;0;300
BK;0;26175;100;128843;20130;10828;0;36110;2500;12305;1400;2100;4851;20538
BKCC;0;1435;0;8200;929;800;0;0;300;3949;900;0;1300;4020
BKD;0;3934;100;26400;1400;4334;0;3912;800;1231;5700;0;1900;1000
BKE;0;300;0;700;100;1601;0;300;100;100;0;0;100;0
BKEP;0;0;0;400;0;0;0;0;0;0;0;0;0;0
BKF;0;0;0;843;0;0;0;0;350;0;0;0;0;0
BKH;0;1728;0;4100;500;685;0;6372;8582;3000;600;500;1000;500
BKK;0;100;0;100;0;0;0;100;0;0;0;0;0;0
BKLN;0;7777;100;90502;60146;13773;0;0;41900;800;44875;0;20322;1900
BKMU;0;100;0;1000;0;100;0;0;400;1199;0;0;0;100
BKR;500;0;0;400;0;0;0;0;500;100;0;0;0;0
BKS;0;4808;0;23659;2216;1300;0;5852;1919;3681;1800;0;1400;3295
BKT;0;0;0;8305;300;191;0;16103;1000;300;0;0;100;0
BKU;0;804;0;18589;300;400;0;9828;500;400;0;0;200;600
BKW;0;4400;0;10700;1000;2600;0;17653;5216;3100;1000;100;1041;3479
BKYF;0;0;0;0;0;0;0;0;0;100;0;0;0;0
BLC;0;5033;200;8400;1100;1962;0;4293;3423;1600;2905;400;900;2800
BLDP;0;100;3250;11040;500;3800;0;0;9650;1200;0;0;0;100
BLDR;0;2000;0;4900;1374;500;0;0;600;5572;0;0;300;1826
BLE;0;0;0;1654;0;200;0;0;0;0;0;0;0;0
BLK;0;1700;100;8473;0;1500;0;2079;700;800;0;0;100;805
BLKB;0;100;0;1700;100;600;0;0;200;1820;100;0;0;300
BLL;0;3929;100;6300;1400;2100;0;3180;1600;3100;500;0;200;1064
BLMN;0;400;100;2720;1100;600;0;0;1220;6267;650;1000;0;1400
BLMT;0;100;0;200;0;0;0;0;100;200;0;0;0;0
BLOX;0;300;0;2900;500;800;0;6350;2168;1500;700;0;0;400
BLRX;0;0;0;3469;0;100;0;0;0;100;0;0;0;0
BLT;0;1442;0;4100;300;365;0;5528;1223;1035;100;0;0;700
BLV;0;0;0;0;0;0;0;0;210;170;0;0;0;0
BLW;0;0;0;3570;0;0;0;0;0;0;0;0;0;0
BLX;0;200;0;600;200;0;0;2100;938;1000;0;0;100;300
BMA;0;0;0;700;0;0;0;100;0;0;100;0;0;100
BME;0;0;0;125;0;0;0;0;0;0;0;0;0;0
BMI;0;642;0;1700;300;0;0;1105;100;800;0;100;0;923
BMO;0;700;0;2348;500;200;0;3365;300;600;200;200;1100;500
BMR;0;6104;100;21862;11491;1100;0;23372;2555;3800;100;600;4116;11413
BMRC;0;0;0;200;0;0;0;0;0;100;0;0;0;0
BMRN;0;300;100;6231;700;500;0;0;2366;5833;100;0;500;1000
BMS;0;3356;0;10311;900;1400;0;7221;900;1048;1200;100;700;1300
BMTC;0;200;0;1450;100;100;0;0;400;1200;0;0;100;300
BMY;0;14285;0;99235;9970;9007;0;42648;8277;19660;1600;2600;3647;18735
BNA;0;0;0;500;0;0;0;1879;855;0;0;0;0;0
BNCL;0;0;0;500;0;0;0;0;100;2176;0;0;0;0
BNCN;0;0;0;301;0;0;0;0;356;100;0;0;0;0
BND;0;0;0;23603;1334;900;0;0;2368;1100;0;300;1700;3098
BNNY;0;100;0;300;0;300;0;3465;0;0;0;0;0;0
BNO;0;0;0;1200;0;0;0;0;0;800;0;0;0;0
BNS;0;6477;0;4660;1500;400;0;6271;1100;2900;300;0;1200;2600
BNY;0;100;0;1900;0;0;0;400;0;0;0;0;0;0
BOBE;0;300;100;1300;456;300;0;0;500;2392;100;0;0;200
BOCH;0;0;0;0;0;0;0;0;0;100;0;0;0;0
BODY;0;100;0;2400;300;200;0;0;400;2689;0;0;200;200
BOE;0;900;0;2326;0;0;0;584;300;400;0;0;0;100
BOFI;0;0;0;1059;100;100;0;0;0;700;0;0;0;100
BOH;0;700;100;5707;300;400;0;14210;1200;2599;0;0;700;900
BOI;0;0;0;0;0;0;0;100;0;0;0;100;0;0
BOIL;0;0;0;500;400;100;0;0;700;700;0;0;0;830
BOKF;0;200;0;400;100;0;0;0;400;1100;200;0;300;500
BOLT;0;0;0;300;0;0;0;0;0;0;0;0;0;100
BOND;0;200;0;1150;0;1700;0;0;1620;0;0;0;0;8300
BONE;0;0;0;0;0;0;0;0;0;3000;0;0;0;0
BONO;0;0;0;0;0;0;0;0;300;0;0;0;0;0
BONT;0;100;100;1600;200;600;0;0;300;1205;0;0;700;700
BOOM;0;0;0;100;0;0;0;0;0;200;0;0;0;0
BORN;0;0;0;1200;0;300;0;0;0;0;0;0;0;0
BOSC;0;0;0;130;0;1001;0;0;0;0;0;0;0;0
BOTA;0;0;0;700;100;100;0;0;100;700;0;200;200;100
BP;0;34708;100;72179;11822;18967;0;63956;13727;8463;1400;1200;1652;25853
BPFH;0;1722;300;6299;1900;1406;0;0;1200;10635;800;0;500;2719
BPI;0;3000;100;3827;1000;200;0;1300;1532;1200;700;0;200;600
BPK;0;0;0;700;0;0;0;0;0;0;0;0;0;0
BPL;0;1201;0;6068;600;500;0;1010;100;849;0;0;200;1000
BPO;0;9825;0;25799;5614;6001;0;43595;3019;2687;500;100;3000;6903
BPOP;0;3287;0;20267;6851;1834;0;0;2700;12999;700;0;2300;9899
BPT;0;900;0;2114;0;305;0;900;100;200;100;0;0;0
BPY;0;900;0;14100;300;10200;0;5431;1905;5113;0;1300;100;300
BPZ;0;4442;0;20226;3499;600;0;16648;2077;700;0;0;2600;300
BQH;0;0;0;100;0;0;0;0;0;0;0;0;0;0
BQR;0;0;0;0;0;0;0;300;0;0;0;0;0;0
BQY;221;0;0;0;0;0;0;0;400;100;0;0;0;0
BR;0;539;0;6800;300;822;0;12396;500;752;200;0;400;1300
BRC;0;200;0;2430;100;300;0;2074;658;700;385;0;100;400
BRCD;0;12668;0;151926;7600;2100;0;0;17696;66167;900;1200;3660;24302
BRCM;0;16466;200;282764;11311;22001;0;0;26873;59606;200;100;7047;47240
BRD;1500;0;0;12980;0;1000;0;0;0;0;0;0;0;0
BRE;0;2600;100;6700;1600;500;0;4000;1100;2199;0;400;200;1171
BREW;0;100;0;0;0;0;0;0;0;0;0;0;0;0
BRF;0;0;0;1774;0;200;0;0;716;125;0;0;0;400
BRFS;0;3201;200;4200;1000;500;0;6365;1300;1134;600;0;2000;1151
BRKL;0;700;100;2700;300;200;0;0;400;6370;0;0;500;1000
BRKR;0;1201;0;17840;1800;1618;0;0;3366;8631;200;0;2400;4499
BRKS;0;1100;100;2800;1000;400;0;0;400;4058;100;0;800;1100
BRLI;0;700;0;3200;100;300;0;0;600;3912;0;0;100;1640
BRO;0;1878;125;23580;3003;400;0;22007;1996;600;500;0;2000;3267
BRP;0;400;0;600;0;700;0;1826;600;200;0;0;100;200
BRS;0;635;0;2300;0;100;0;1278;300;500;0;0;100;100
BRT;0;0;0;1544;0;0;0;0;0;0;0;0;0;0
BRY;0;912;200;6031;0;600;0;2755;700;1000;200;0;100;300
BSAC;0;800;0;3500;600;500;0;3609;1100;900;200;0;300;1200
BSBR;0;10297;0;80574;7780;4057;0;61107;17249;8662;0;0;3748;4852
BSCD;0;0;0;1900;0;0;0;0;0;900;0;200;0;0
BSCE;0;0;0;3655;0;0;0;0;0;0;0;0;0;0
BSCF;0;0;0;4926;0;0;0;0;100;0;100;0;0;5281
BSCG;0;0;0;400;0;0;0;0;0;0;0;0;0;1020
BSCH;0;0;0;1000;0;100;0;0;0;0;0;0;0;0
BSCI;0;0;0;6300;0;0;0;0;0;100;0;0;0;1281
BSCJ;0;0;0;1000;0;0;0;0;0;0;0;0;0;0
BSCK;0;0;0;231;0;0;0;0;0;0;0;0;0;0
BSD;0;0;0;170;0;0;0;100;0;0;0;0;0;0
BSDM;0;600;0;4250;200;400;0;0;0;0;0;0;0;300
BSE;0;0;0;0;0;0;0;456;0;0;0;0;0;0
BSFT;0;1235;0;6940;300;1500;0;0;2300;6149;0;0;0;2360
BSJE;0;100;0;1900;0;157;0;0;0;0;0;0;0;0
BSJF;0;0;0;1239;0;105;0;0;0;0;0;0;0;0
BSJG;0;0;0;1600;0;0;0;0;100;0;0;0;0;0
BSJH;0;0;0;187;0;0;0;0;800;0;0;0;0;0
BSJI;0;0;0;100;0;0;0;0;0;0;0;0;0;0
BSL;0;0;0;650;0;0;0;800;500;0;0;100;0;0
BSMX;0;0;0;127791;400;1603;0;2210;100;1500;200;0;600;3822
BSP;0;0;0;1311;0;0;0;400;0;0;0;0;0;0
BSRR;0;0;0;100;0;100;0;0;0;510;0;0;0;0
BSV;0;0;0;6685;592;200;0;0;449;300;0;0;1230;200
BSX;0;148332;0;268097;60987;13730;0;189599;47449;76895;1200;4700;17240;54681
BT;0;0;0;1272;400;100;0;2143;300;500;0;0;300;0
BTA;0;0;0;200;0;0;0;0;0;0;0;0;0;0
BTE;0;500;0;1300;200;200;0;698;500;578;100;200;0;110
BTF;0;0;0;100;0;0;0;100;0;0;0;0;0;0
BTH;0;3132;0;13400;700;2800;0;13016;2148;1803;0;0;700;2400
BTI;200;300;100;1700;100;100;0;0;300;0;0;0;200;100
BTN;4100;0;0;1500;0;0;0;0;0;100;0;0;0;100
BTO;0;0;0;0;0;0;0;700;0;0;0;0;0;0
BTT;0;400;0;6821;0;1100;0;1681;0;0;0;0;0;300
BTU;0;19242;100;139608;11867;11263;0;59893;24754;49840;400;1200;4200;30096
BTX;1460;200;0;11952;600;2300;0;0;2400;2840;200;0;200;1200
BTZ;0;200;0;14174;0;317;0;300;800;2104;100;0;100;0
BUD;0;4900;0;12663;2500;1933;0;11365;14905;2410;100;0;2435;1600
BUI;0;0;0;750;0;0;0;443;100;200;0;0;0;0
BUNT;0;0;0;100;0;0;0;0;0;0;0;0;0;0
BUSE;0;300;0;600;200;500;0;0;880;2847;0;0;100;500
BV;0;400;200;7200;1400;500;0;0;955;1100;1300;0;300;1100
BVN;0;17543;200;16040;5400;2900;0;13368;5100;5317;3400;2000;4315;6500
BVSN;0;0;0;0;0;100;0;0;0;200;0;0;0;0
BVX;2099;100;0;1000;0;0;0;0;100;0;0;0;0;0
BWA;0;1072;100;8014;200;725;0;12004;2300;2800;200;100;600;1000
BWC;0;2600;0;13863;900;1200;0;15448;600;3702;400;400;1000;1900
BWEN;0;0;0;500;0;200;0;0;100;0;0;0;0;0
BWG;0;0;0;7544;0;692;0;1533;0;800;0;0;0;0
BWINB;0;0;0;100;0;0;0;0;0;0;0;0;0;0
BWLD;0;640;200;2233;200;800;0;0;1392;5687;100;0;200;400
BWP;0;100;0;4221;411;300;0;500;400;1150;500;0;100;658
BWS;0;2788;0;5500;500;1100;0;3092;497;900;600;0;413;700
BWX;0;628;0;2000;0;200;0;0;100;400;0;0;0;0
BX;0;6750;100;61172;3584;4391;0;12712;9464;18138;500;600;800;7904
BXC;0;300;0;2500;0;200;0;1448;0;100;200;0;0;100
BXE;0;0;0;1800;0;0;0;0;0;0;0;0;0;0
BXP;0;4200;200;15218;600;1517;0;11676;2200;1300;200;200;400;2356
BXS;0;13917;0;19202;3400;2977;0;14528;11692;5309;1900;500;2900;6230
BYD;0;17041;500;121105;12400;7958;0;59753;22601;24429;2200;5000;3700;24268
BYFC;0;0;0;100;0;0;0;0;0;0;0;0;0;0
BYI;0;200;300;17746;1200;1950;0;15870;2100;3800;400;100;600;1200
BYM;0;0;0;0;0;3400;0;851;1600;200;0;0;0;0
BZ;0;3400;0;7990;700;0;0;7987;3236;200;0;200;100;1000
BZF;0;0;0;600;0;0;0;0;0;0;0;0;0;0
BZH;0;8400;700;21453;2800;1500;0;9400;5123;2700;1200;200;800;8150
BZT;0;0;0;100000;0;0;0;0;0;0;0;0;0;0
C;0;90785;200;472374;38550;39909;0;179773;35186;83931;6800;7600;11712;64742
CA;200;6465;100;26769;6894;3940;0;0;8417;20563;400;100;3200;13265
CAAS;0;0;0;200;0;0;0;0;0;100;0;0;0;0
CAB;0;300;0;4300;300;1300;0;5924;2799;1500;200;0;100;1807
CAC;0;0;0;100;0;0;0;0;0;0;0;0;0;0
CACB;0;0;0;0;0;0;0;0;0;216;0;0;0;0
CACC;0;100;0;1637;0;100;0;0;100;400;0;100;0;100
CACI;0;200;0;600;0;900;0;1346;100;100;0;0;0;100
CADC;0;0;0;0;0;0;0;0;0;0;0;0;0;200
CADX;0;207;0;6497;400;260;0;0;0;2066;200;0;0;1000
CAE;0;440;0;0;0;0;0;0;0;0;0;0;0;0
CAF;0;100;0;11675;0;6472;0;1839;0;0;0;0;0;0
CAFI;0;0;0;300;0;0;0;0;0;300;0;0;0;0
CAG;0;14713;100;35717;4120;2818;0;22625;1900;16133;3000;400;904;7578
CAH;0;4700;100;32160;2599;7004;0;14746;3401;8467;900;1000;1000;5000
CAJ;0;1131;0;6600;900;800;0;9313;4300;1000;0;0;500;800
CAKE;0;1500;100;43150;3300;1100;0;0;1792;10648;400;1200;2700;3899
CALD;0;0;0;757;100;400;0;0;700;400;0;0;0;700
CALL;0;100;0;11400;200;680;0;0;1600;4486;0;0;300;600
CALM;0;200;0;1600;100;100;0;0;800;2930;0;0;0;602
CALX;0;700;0;4400;300;200;0;2330;620;2100;500;0;0;500
CAM;0;4144;300;21633;833;2997;0;9070;2834;5150;600;0;1100;1863
CAMP;0;400;0;2650;800;500;0;0;100;1748;0;0;500;300
CAMT;0;0;0;0;0;0;0;0;0;454;0;0;0;0
CAP;0;206;0;700;0;0;0;1633;1100;300;0;0;200;700
CAR;0;2150;300;11843;3500;2297;0;0;3400;12966;0;100;2300;5185
CARB;0;0;0;0;0;3017;0;0;100;100;0;0;0;0
CAS;0;1954;0;2030;100;300;0;1297;200;600;200;0;100;200
CASH;0;0;0;100;0;100;0;0;0;0;100;0;0;0
CASM;0;0;0;100;0;0;0;0;0;0;0;0;0;0
CASS;0;0;0;492;100;192;0;0;400;200;0;0;0;0
CASY;0;0;100;5219;200;300;0;0;300;2853;100;0;300;600
CAT;0;26063;100;146026;25590;22083;0;127390;19320;30995;1100;5100;7100;24921
CATM;0;231;100;2332;0;554;0;0;500;2565;0;0;0;200
CATO;0;200;0;600;0;0;0;1108;330;200;0;0;0;400
CATY;0;900;0;4800;1700;200;0;0;1000;5279;400;0;800;1700
CAVM;0;400;0;5378;1187;500;0;0;1503;7775;100;0;1700;600
CAW;0;0;0;300;0;0;0;0;0;0;0;0;0;0
CB;0;2677;100;11683;900;800;0;7814;2000;2300;300;100;1200;2200
CBB;0;7388;0;77710;6975;500;0;12002;13500;6758;0;0;2780;4200
